"Postal code area","X coordinate in metres","Y coordinate in metres"
"71750  Maaninka Keskus (Kuopio)",514724,7005585
"71760  Ahkionlahti-Vianta (Kuopio)",512250,7013530
"71775  Tuovilanlahti-Haatala (Kuopio)",504463,7009315
"71800  Siilinjärvi Keskus (Siilinjärvi)",529336,6987173
"71820  Pöljä (Siilinjärvi)",528577,7002512
"71840  Kuuslahti (Siilinjärvi)",539611,7002521
"71850  Leppäkaarre (Siilinjärvi)",535195,6993626
"71870  Harjamäki (Siilinjärvi)",530238,6993547
"71890  Hamula (Siilinjärvi)",525156,6994888
"71910  Alapitkä (Lapinlahti)",524766,7008255
"71920  Pajujärvi (Lapinlahti)",523560,7014931
"71950  Lammasaho (Kuopio)",541207,7012385
"71960  Lukkarila (Lapinlahti)",536405,7016890
"72100  Karttula Keskus (Kuopio)",504785,6979537
"72140  Itä-Karttula-Riuttasenpää (Kuopio)",506649,6977921
"72210  Tervo Keskus-Eliaksela (Tervo)",486447,6981834
"72220  Eliaksela (Tervo)",486606,6968258
"72300  Vesanto Keskus (Vesanto)",469387,6976290
"72310  Niinivesi (Vesanto)",475100,6984337
"72330  Tiitilänkylä (Vesanto)",478929,6971068
"72350  Pienola (Vesanto)",462702,6974646
"72360  Närhilä (Vesanto)",465718,6965348
"72380  Horontaipale (Vesanto)",456202,6975848
"72400  Pielavesi Keskus-Jylänki (Pielavesi)",491712,7015455
"72430  Kumpula (Pielavesi)",492906,7026991
"72490  Saarinen (Kuopio)",500166,7001120
"72510  Jokijärvi (Pielavesi)",482897,6995142
"72530  Säviäntaipale (Pielavesi)",488265,6999813
"72550  Säviä (Pielavesi)",481708,7007099
"72570  Vuorikylä (Pielavesi)",474571,7007481
"72600  Keitele Keskus (Keitele)",466907,7003078
"72630  Kuusela-Rajala (Keitele)",474929,6992300
"72710  Vaaraslahti (Pielavesi)",482686,7029458
"72740  Laukkala (Pielavesi)",474184,7031410
"72810  Jylhänkylä (Pielavesi)",475413,7016347
"72840  Saarela (Pielavesi)",467701,7025979
"72930  Tossavanlahti (Keitele)",460046,7016867
"72950  Porttila (Keitele)",460663,7023829
"72980  Petäjäkylä (Keitele)",459443,7033403
"73100  Lapinlahti Keskus (Lapinlahti)",519296,7028218
"73110  Mäntylahti-Karvasalmi (Lapinlahti)",524584,7019452
"73120  Nerkoo-Horsmanmäki (Lapinlahti)",519158,7034193
"73200  Varpaisjärvi Keskus (Lapinlahti)",539685,7025934
"73230  Syvärinpää (Lapinlahti)",543335,7033971
"73250  Korpijärvi (Lapinlahti)",549847,7031591
"73300  Nilsiä Keskus (Kuopio)",557074,7012389
"73310  Tahkovuori (Kuopio)",552076,7017485
"73320  Reittiö (Kuopio)",555792,7001013
"73350  Haluna (Kuopio)",550018,6999562
"73360  Pajulahti (Kuopio)",544611,7001874
"73410  Pieksänkoski (Kuopio)",547607,6991554
"73460  Muuruvesi (Kuopio)",558642,6988608
"73470  Västinniemi (Kuopio)",563269,6982345
"73500  Juankoski Keskus (Kuopio)",569625,6993927
"73600  Kaavi Keskus (Kaavi)",576276,6987054
"73620  Kortteinen-Rasilampi (Kaavi)",586618,6993033
"73640  Sivakkavaara (Kaavi)",597539,6981323
"73645  Niinivaara-Onnivaara (Kaavi)",595594,6988222
"73670  Luikonlahti (Kaavi)",589956,6974937
"73710  Viitaniemi (Kuopio)",574569,7001028
"73730  Losomäki (Kuopio)",583756,7003477
"73770  Säyneinen-Ala-Siikajärvi (Kuopio)",574886,7009778
"73810  Palonurmi-Aholansaari (Kuopio)",557189,7022223
"73830  Keski-Siikajärvi (Kuopio)",568644,7019454
"73850  Ala-Luosta-Riitasalo (Rautavaara)",578735,7017108
"73860  Pykälikkö (Rautavaara)",581378,7018139
"73900  Rautavaara Keskus (Rautavaara)",567156,7045896
"73970  Riitasalo (Rautavaara)",566405,7024911
"73990  Kangaslahti (Rautavaara)",558369,7030351
"74100  Iisalmi Keskus, Eteläinen (Iisalmi)",508602,7046659
"74120  Iisalmi Keskus Pohjoinen (Iisalmi)",510543,7050157
"74130  Kihmula (Iisalmi)",511763,7047106
"74140  Ritoniemi (Iisalmi)",522932,7044995
"74150  Laidunmäki (Iisalmi)",502363,7040968
"74160  Koljonvirta (Iisalmi)",503759,7054529
"74170  Soinlahti (Iisalmi)",510395,7056777
"74200  Vieremä Keskus (Vieremä)",501774,7069214
"74230  Salahmi (Vieremä)",495035,7076566
"74240  Marttisenjärvi (Vieremä)",496609,7087204
"74250  Nissilä (Vieremä)",490026,7092972
"74270  Kauppilanmäki (Vieremä)",511950,7071972
"74300  Sonkajärvi Keskus (Sonkajärvi)",526495,7060870
"74340  Sukeva-Kainuunmäki (Sonkajärvi)",516476,7084299
"74345  Kalliosuo (Sonkajärvi)",525653,7088030
"74360  Sonkakoski (Sonkajärvi)",524370,7072229
"74380  Jyrkkä (Sonkajärvi)",544067,7070350
"74390  Laakajärvi (Sotkamo)",557433,7074265
"74420  Hernejärvi (Sonkajärvi)",528921,7046888
"74470  Paloinen (Lapinlahti)",545117,7041201
"74490  Koirakoski (Sonkajärvi)",543695,7055261
"74510  Peltosalmi-Sourunsalo (Iisalmi)",512035,7043750
"74520  Kirmanranta (Iisalmi)",517449,7040443
"74540  Kotikylä (Iisalmi)",506255,7034355
"74550  Pörsänmäki (Iisalmi)",502845,7028075
"74590  Kurenpolvi (Vieremä)",497701,7055672
"74595  Runni (Iisalmi)",494449,7049884
"74610  Honkaranta (Kiuruvesi)",489946,7056506
"74630  Heinäkylä (Kiuruvesi)",486577,7048522
"74640  Sulkavanjärvi (Kiuruvesi)",488546,7039906
"74670  Rapakkojoki (Kiuruvesi)",476008,7052316
"74680  Myllyniemi (Kiuruvesi)",476835,7040086
"74700  Kiuruvesi Keskus (Kiuruvesi)",473702,7066942
"74720  Niemiskylä (Kiuruvesi)",475360,7057189
"74740  Aittojärvi (Kiuruvesi)",467857,7061965
"74770  Kalliokylä (Kiuruvesi)",468787,7051633
"74840  Koppeloharju (Kiuruvesi)",487658,7070401
"74940  Remeskylä-Tihilänkangas (Kiuruvesi)",470942,7074344
"74980  Tihilänkangas (Kiuruvesi)",472757,7084750
"75500  Nurmes Keskus (Nurmes)",610158,7052405
"75530  Porokylä (Nurmes)",603602,7045884
"75650  Savikylä (Nurmes)",591375,7044572
"75680  Ylä-Luosta (Rautavaara)",584165,7028632
"75700  Valtimo Keskus (Nurmes)",599265,7070302
"75710  Karhunpää (Nurmes)",593206,7054579
"75740  Pajukoski (Nurmes)",583099,7055008
"75770  Puukari (Nurmes)",580035,7068256
"75790  Rumo (Nurmes)",575103,7077388
"75840  Ylä-Valtimo (Nurmes)",593090,7068442
"75890  Saramo-Petäiskylä-Mujejärvi (Nurmes)",610220,7069562
"75930  Petäiskylä (Nurmes)",624660,7072469
"75940  Mujejärvi (Nurmes)",619975,7080952
"75970  Kohtavaara (Nurmes)",616197,7042488
"75990  Höljäkkä (Nurmes)",622155,7039775
"76100  Pieksämäki Keskus (Pieksämäki)",506547,6911517
"76120  Kontiopuisto (Pieksämäki)",509920,6907987
"76130  Pappilanmäki (Pieksämäki)",506138,6908843
"76150  Länsirinne (Pieksämäki)",506332,6905884
"76280  Partaharju (Pieksämäki)",512505,6917959
"76620  Pyhitty (Pieksämäki)",511990,6903262
"76780  Lamminmäki (Pieksämäki)",510702,6896832
"76850  Naarajärvi (Pieksämäki)",501860,6903101
"76940  Nenonpelto (Pieksämäki)",507332,6916018
"77110  Paltanen (Pieksämäki)",494651,6912709
"77120  Venetmäki (Pieksämäki)",487215,6904868
"77140  Huumala (Pieksämäki)",488265,6917750
"77220  Neuvola (Pieksämäki)",495233,6899367
"77240  Halkokumpu (Pieksämäki)",493061,6891424
"77320  Hurskaala (Pieksämäki)",519620,6896265
"77330  Virtasalmi Keskus (Pieksämäki)",524371,6887763
"77350  Montola (Pieksämäki)",513335,6892218
"77380  Kantala (Mikkeli)",511413,6887813
"77430  Siikamäki (Pieksämäki)",520425,6906283
"77460  Maavesi (Joroinen)",528760,6905875
"77480  Savuniemi (Joroinen)",532990,6894973
"77520  Haapakoski-Partaharju (Pieksämäki)",504950,6923899
"77570  Jäppilä Keskus (Pieksämäki)",521631,6921538
"77580  Tihusniemi (Pieksämäki)",532892,6914082
"77600  Suonenjoki Keskus (Suonenjoki)",506602,6944621
"77630  Lempyy (Suonenjoki)",518462,6950121
"77690  Suontee (Suonenjoki)",511395,6928882
"77700  Rautalampi Keskus (Rautalampi)",485978,6943295
"77770  Myhinpää (Rautalampi)",482407,6929989
"77800  Iisvesi (Suonenjoki)",500975,6948877
"77910  Vaajasalmi (Rautalampi)",491826,6953128
"77930  Kerkonjoensuu (Rautalampi)",479490,6961435
"77960  Pakarila (Rautalampi)",481174,6947837
"78200  Varkaus Keskus (Varkaus)",555353,6913054
"78210  Kuoppakangas (Varkaus)",540283,6914074
"78250  Päiviönsaari (Varkaus)",547116,6908161
"78300  Kommila (Varkaus)",545823,6911190
"78310  Puurtila (Leppävirta)",549176,6914373
"78400  Luttila (Varkaus)",544696,6913673
"78480  Timola (Leppävirta)",543649,6917766
"78500  Pitkälänniemi-Könönpelto (Varkaus)",549809,6908241
"78610  Kurola (Varkaus)",552494,6909173
"78710  Akonlahti (Varkaus)",557384,6902625
"78850  Käpykangas (Joroinen)",536875,6908175
"78870  Kaura-Aho (Varkaus)",542534,6910681
"78880  Kuvansi (Joroinen)",546621,6902747
"78900  Ruokokoski (Varkaus)",539310,6911176
"79100  Leppävirta Keskus (Leppävirta)",545017,6931424
"79130  Sorsakoski (Leppävirta)",534056,6925027
"79140  Kotalahti (Leppävirta)",529368,6935799
"79150  Konnuslahti-Valkeamäki (Leppävirta)",542036,6938814
"79160  Saamaiskylä (Leppävirta)",540478,6947263
"79180  Tuppurinmäki (Leppävirta)",550036,6943746
"79190  Valkeamäki (Leppävirta)",553858,6947982
"79230  Moninmäki (Leppävirta)",554238,6924142
"79255  Kurjala-Moninmäki (Leppävirta)",558615,6935994
"79265  Puponmäki (Leppävirta)",557714,6942815
"79330  Näädänmaa (Leppävirta)",565115,6929717
"79350  Itä-Soisalo (Leppävirta)",570340,6936855
"79410  Niinimäki (Leppävirta)",562340,6918160
"79480  Kangaslampi Keskus (Varkaus)",567330,6906740
"79520  Viljolahti (Varkaus)",578507,6899197
"79600  Joroinen Keskus (Joroinen)",546699,6894321
"79620  Huutokoski (Joroinen)",536104,6897878
"79630  Kolma (Joroinen)",538722,6902577
"79660  Kerisalo (Joroinen)",549814,6886146
"79680  Lahnalahti (Joroinen)",537842,6886033
"79690  Kaitainen (Joroinen)",539044,6879187
"79700  Heinävesi Keskus (Heinävesi)",578594,6920349
"79810  Karvion kanava (Heinävesi)",585552,6932331
"79820  Varistaipale (Heinävesi)",585944,6938058
"79830  Palokki (Heinävesi)",582333,6941269
"79850  Uusi-Valamo (Heinävesi)",591118,6935132
"79860  Suuraho - Uusi-Valamo (Heinävesi)",595921,6936570
"79885  Etelä-Petruma (Heinävesi)",595107,6926751
"79895  Sarvikumpu (Heinävesi)",602840,6927207
"79910  Kerma (Heinävesi)",596653,6909790
"79940  Vihtari-Poikiinaho (Heinävesi)",602900,6918150
"80100  Joensuu Keskus, Pohjoinen (Joensuu)",642401,6946378
"80110  Joensuu Keskus Eteläinen (Joensuu)",640052,6943755
"80130  Kanervala (Joensuu)",640575,6945688
"80140  Noljakka (Joensuu)",636459,6945642
"80160  Rantakylä-Latola (Joensuu)",645212,6946445
"80170  Utra (Joensuu)",647300,6947055
"80200  Niinivaara (Joensuu)",643115,6943494
"80210  Sairaala-alue (Joensuu)",642641,6943163
"80220  Penttilä (Joensuu)",640137,6941173
"80230  Hukanhauta (Joensuu)",645241,6941347
"80260  Kettuvaara (Joensuu)",646876,6943863
"80330  Reijola (Joensuu)",643294,6936650
"80400  Ylämylly (Liperi)",631833,6944013
"80510  Onttola-Kunnasniemi (Kontiolahti)",635140,6955987
"80710  Lehmo (Kontiolahti)",643160,6952998
"80770  Kontiolahti as (Kontiolahti)",647120,6960632
"80780  Kontioniemi (Kontiolahti)",641550,6960747
"80790  Kontioranta-Kontioniemi (Kontiolahti)",643169,6958518
"80850  Paihola (Kontiolahti)",649546,6954948
"80910  Kulho (Kontiolahti)",651736,6946217
"81100  Kontiolahti (Kontiolahti)",639392,6969013
"81120  Katajaranta (Kontiolahti)",640935,6973692
"81160  Romppala-Riihikangas (Kontiolahti)",640887,6985577
"81200  Eno Keskus (Joensuu)",663479,6964692
"81210  Louhioja (Joensuu)",657832,6967123
"81220  Jakokoski (Kontiolahti)",652432,6962043
"81230  Mönni (Kontiolahti)",659728,6956723
"81235  Lehtoi (Kontiolahti)",659997,6948627
"81260  Ahveninen (Joensuu)",654795,6982767
"81270  Paukkaja (Joensuu)",662655,6974894
"81280  Uimaharju (Joensuu)",670477,6979697
"81290  Ukkola (Joensuu)",663145,6986178
"81295  Haapalahti (Joensuu)",657544,6988680
"81320  Kuismavaara (Joensuu)",677562,6957900
"81330  Luhtapohja (Joensuu)",676224,6969129
"81350  Tokrajärvi (Ilomantsi)",683861,6962524
"81360  Sarvinki (Joensuu)",670527,6954709
"81390  Revonkylä (Joensuu)",680124,6951000
"81420  Tyrjänsaari (Ilomantsi)",683495,6978724
"81430  Kivilahti (Ilomantsi)",683464,6992396
"81450  Huhus-Käenkoski (Ilomantsi)",690533,6975992
"81460  Käenkoski (Ilomantsi)",695374,6985999
"81470  Naarva (Ilomantsi)",703465,7002873
"81560  Vuonisjärvi (Lieksa)",658513,7004809
"81570  Kelvä (Lieksa)",658916,6997396
"81590  Vuonislahti (Lieksa)",649236,7001714
"81650  Hattuvaara (Lieksa)",687262,7023501
"81660  Lehmikylä (Lieksa)",681663,7026246
"81700  Lieksa Keskus (Lieksa)",669711,7006642
"81720  Mähkö-Timitra (Lieksa)",651918,7017202
"81750  Pankakoski (Lieksa)",667972,7035963
"81810  Jamali (Lieksa)",641468,7030737
"81820  Kylänlahti (Lieksa)",634652,7024850
"81850  Mätäsvaara (Lieksa)",627675,7034642
"81860  Viekijärvi (Lieksa)",631390,7053590
"81950  Pankajärvi (Lieksa)",653368,7037039
"81970  Jongunjoki-Pankajärvi (Lieksa)",649225,7056153
"82110  Heinävaara (Joensuu)",661497,6939882
"82120  Keskijärvi (Joensuu)",670644,6944151
"82140  Kiihtelysvaara Keskus (Joensuu)",669121,6928233
"82160  Oskola (Joensuu)",681905,6927056
"82170  Uskali (Joensuu)",681551,6920663
"82180  Huhtilampi (Joensuu)",674016,6926369
"82200  Hammaslahti (Joensuu)",653936,6925662
"82210  Suhmura (Joensuu)",649010,6929353
"82220  Niittylahti (Joensuu)",649009,6933968
"82290  Nieminen (Rääkkylä)",647651,6914937
"82300  Rääkkylä Keskus (Rääkkylä)",634276,6907720
"82310  Oravisalo-Varpasalo (Rääkkylä)",626937,6912053
"82335  Rasivaara (Rääkkylä)",646484,6904247
"82350  Tikkala (Tohmajärvi)",661857,6918308
"82360  Onkamo (Tohmajärvi)",661712,6908842
"82380  Tolosenmäki (Kitee)",654550,6896635
"82395  Haarajärvi (Kitee)",664233,6901005
"82430  Puhos-Leinovaara (Kitee)",646461,6886510
"82460  Hummovaara (Kitee)",640496,6885813
"82490  Heinoniemi (Kitee)",630295,6896279
"82500  Kitee Keskus (Kitee)",661864,6883924
"82510  Kiteenlahti (Kitee)",670973,6884509
"82580  Juurikka (Kitee)",662776,6875056
"82590  Närsäkkälä (Kitee)",664403,6866991
"82600  Tohmajärvi Keskus (Tohmajärvi)",675000,6907226
"82655  Värtsilä Keskus (Tohmajärvi)",688083,6905314
"82660  Uusi-Värtsilä (Tohmajärvi)",679686,6901161
"82670  Kaurila (Tohmajärvi)",683867,6896663
"82675  Niirala-Jänisjoki (Tohmajärvi)",687384,6897501
"82685  Littilä (Tohmajärvi)",677562,6892772
"82710  Kovero (Joensuu)",681776,6941786
"82730  Tuupovaara Keskus-Pirttiaho (Joensuu)",685891,6933288
"82750  Öllölä (Joensuu)",693681,6920925
"82760  Hoilola (Joensuu)",699937,6915983
"82770  Kaustajärvi (Tohmajärvi)",693559,6909334
"82815  Marjovaara (Joensuu)",689730,6946915
"82820  Maukkula (Ilomantsi)",697301,6947181
"82830  Haukivaara (Ilomantsi)",703775,6940445
"82840  Pirttiaho (Joensuu)",696708,6937362
"82850  Kinnasniemi (Joensuu)",692853,6935852
"82865  Kokinvaara-Mannervaara (Joensuu)",698052,6929473
"82870  Luutalahti (Joensuu)",700637,6924409
"82880  Mannervaara (Joensuu)",705059,6922548
"82900  Ilomantsi Keskus (Ilomantsi)",707107,6962257
"82915  Sonkaja (Ilomantsi)",693794,6962367
"82960  Lehtovaara-Kuikkalampi (Ilomantsi)",717808,6970439
"82967  Hattu (Ilomantsi)",720123,6989332
"82980  Möhkö (Ilomantsi)",719704,6951364
"83100  Liperi Keskus (Liperi)",619366,6931214
"83130  Salokylä (Liperi)",626633,6940889
"83140  Puromäki (Liperi)",630445,6935939
"83150  Roukalahti (Liperi)",631774,6930274
"83160  Tutjunniemi (Liperi)",637137,6926041
"83320  Risti-Juojärvi (Liperi)",612461,6940556
"83330  Kaatamo (Liperi)",610016,6936793
"83340  Kaarnalampi (Liperi)",611033,6943178
"83400  Viinijärvi (Liperi)",611285,6945283
"83430  Käsämä (Liperi)",621374,6947749
"83450  Vaivio (Liperi)",626430,6952274
"83460  Harinjärvi (Liperi)",630855,6954140
"83480  Ahonkylä (Liperi)",608133,6949728
"83500  Outokumpu Keskus (Outokumpu)",600980,6953904
"83550  Kokonvaara (Outokumpu)",610854,6964217
"83630  Kuusjärvi (Outokumpu)",593441,6952006
"83660  Varislahti (Outokumpu)",587951,6959668
"83700  Polvijärvi Keskus (Polvijärvi)",618579,6977538
"83720  Kuorevaara (Polvijärvi)",626836,6963993
"83750  Sotkuma (Polvijärvi)",623511,6957992
"83760  Sola (Polvijärvi)",618476,6963888
"83780  Horsmanaho (Polvijärvi)",614107,6968000
"83825  Kinahmo (Polvijärvi)",630312,6971058
"83830  Hukkala (Polvijärvi)",607247,6978069
"83835  Ruvaslahti (Polvijärvi)",628178,6982989
"83840  Saarivaara (Polvijärvi)",604730,6973172
"83855  Martonvaara-Sammakkovaara (Polvijärvi)",621723,6992580
"83870  Polvela-Timovaara (Juuka)",611677,6999459
"83880  Kajoo (Juuka)",598951,6995576
"83900  Juuka Keskus (Juuka)",603492,7016595
"83910  Paalasmaa (Juuka)",623123,7021980
"83915  Vihtasuo (Juuka)",611866,7022585
"83940  Nunnanlahti (Juuka)",625559,7010629
"83950  Ahmovaara (Juuka)",633111,6995885
"83960  Koli (Lieksa)",640189,7004519
"83985  Tuopanjoki (Juuka)",630070,6992081
"84100  Ylivieska Keskus (Ylivieska)",378640,7107113
"84460  Tuomiperä (Ylivieska)",387676,7115850
"84540  Vähäkangas (Ylivieska)",387501,7107209
"84650  Kantokylä (Ylivieska)",394655,7109428
"84770  Isokoski (Ylivieska)",392002,7100806
"84880  Raudaskylä (Ylivieska)",393578,7097871
"85100  Kalajoki Keskus (Kalajoki)",351448,7128463
"85120  Metsä (Kalajoki)",362516,7132696
"85140  Tynkä (Kalajoki)",358533,7122101
"85150  Typpö (Kalajoki)",353122,7112623
"85160  Rautio (Kalajoki)",364309,7107673
"85180  Rahja (Kalajoki)",343637,7121495
"85200  Alavieska Keskus (Alavieska)",371454,7120586
"85210  Kähtävä (Alavieska)",369263,7112543
"85230  Talus (Alavieska)",368629,7126898
"85310  Sievi Asemanseutu (Sievi)",368028,7098722
"85320  Markkula (Sievi)",370240,7091235
"85340  Jyrinki (Sievi)",376470,7093052
"85410  Sievi Keskus (Sievi)",375059,7084592
"85430  Koivisto (Sievi)",383171,7091441
"85450  Joenkylä (Sievi)",391457,7082610
"85470  Kiiskilampi (Sievi)",386217,7075508
"85500  Nivala Keskus (Nivala)",400666,7090672
"85540  Mönkö (Nivala)",390700,7092667
"85560  Ainastalo (Nivala)",400611,7078669
"85580  Karvoskylä (Nivala)",408902,7083181
"85620  Sarja (Nivala)",405918,7100585
"85630  Sarjanahde (Nivala)",405414,7090448
"85640  Maliskylä (Nivala)",410744,7092274
"85660  Ruuskankylä (Nivala)",415453,7091356
"85710  Parkkila (Haapajärvi)",425043,7083571
"85730  Tulppo (Haapajärvi)",432089,7084486
"85800  Haapajärvi Keskus (Haapajärvi)",418265,7065694
"85820  Oksava (Haapajärvi)",413965,7078354
"85840  Kuona (Haapajärvi)",429296,7070764
"85900  Reisjärvi Keskus (Reisjärvi)",397004,7053357
"85930  Kangaskylä-Tolpankangas (Reisjärvi)",388806,7061923
"85940  Räisälänmäki (Reisjärvi)",401920,7066885
"85980  Köyhänperä (Reisjärvi)",408243,7057354
"86100  Pyhäjoki Keskus (Pyhäjoki)",380663,7148397
"86110  Parhalahti (Pyhäjoki)",372391,7155998
"86160  Pirttikoski (Pyhäjoki)",372302,7144768
"86170  Yppäri (Pyhäjoki)",361478,7143691
"86210  Petäjäskoski (Oulainen)",382644,7125748
"86220  Merijärvi Keskus (Merijärvi)",373511,7132757
"86230  Ylipää (Merijärvi)",383849,7137214
"86240  Pyhänkoski (Merijärvi)",373880,7138497
"86300  Oulainen Keskus (Oulainen)",392942,7130678
"86350  Kilpua (Oulainen)",405415,7135563
"86360  Ilveskorpi (Raahe)",406665,7140783
"86400  Vihanti Keskus (Raahe)",401520,7151282
"86440  Lampinsaari (Raahe)",409808,7144097
"86460  Alpua (Raahe)",417989,7144413
"86470  Lumimetsä (Raahe)",415665,7135902
"86480  Karhukangas (Haapavesi)",423517,7135220
"86510  Matkaniva (Oulainen)",404721,7128324
"86530  Annonen (Haapavesi)",407129,7122619
"86550  Mieluskylä (Haapavesi)",410382,7117153
"86600  Haapavesi Keskus (Haapavesi)",417140,7121274
"86650  Kytökylä-Joutenniva (Haapavesi)",432933,7109252
"86680  Vatjusjärvi (Haapavesi)",418483,7105954
"86690  Karsikas (Haapavesi)",419298,7096014
"86710  Kärsämäki Keskus (Kärsämäki)",444570,7093194
"86790  Venetpalo (Kärsämäki)",441094,7083499
"86800  Pyhäsalmi (Pyhäjärvi)",442145,7062462
"86810  Pellikkaperä (Pyhäjärvi)",449155,7057342
"86850  Hiidenniemi (Pyhäjärvi)",433404,7047278
"86870  Vesikoski (Pyhäjärvi)",448028,7074802
"86900  Pyhäkumpu (Pyhäjärvi)",453332,7061173
"86980  Väliaho (Pyhäjärvi)",451670,7040804
"87100  Kajaani Keskus (Kajaani)",532556,7123840
"87150  Purola (Kajaani)",533963,7122138
"87200  Teppana (Kajaani)",534867,7123607
"87250  Kättö-Kätönlahti (Kajaani)",538999,7124277
"87300  Palokangas (Kajaani)",535146,7120527
"87400  Petäisenniska (Kajaani)",537451,7121477
"87500  Lehtikangas (Kajaani)",538325,7119733
"87700  Lohtaja-Kettu (Kajaani)",532262,7120812
"87800  Vuoreslahti (Kajaani)",523980,7121713
"87830  Nakertaja (Kajaani)",532986,7125653
"87850  Paltaniemi (Kajaani)",532230,7129667
"87900  Karankalahti (Kajaani)",535622,7100727
"87910  Linnantaus (Kajaani)",536620,7127700
"87930  Salmijärvi (Kajaani)",538885,7132382
"87950  Kuluntalahti (Kajaani)",544027,7125778
"87970  Jormua (Kajaani)",546448,7132831
"88120  Tuhkakylä (Sotkamo)",556348,7094403
"88200  Otanmäki-Kytökoski (Kajaani)",500713,7104924
"88270  Vuolijoki Keskus (Kajaani)",497460,7121308
"88300  Paltamo Keskus (Paltamo)",519287,7144376
"88310  Melalahti (Paltamo)",530227,7146661
"88340  Manamansalo (Vaala)",503427,7139016
"88350  Kivesjärvi (Paltamo)",518297,7149842
"88380  Mieslahti (Paltamo)",549037,7143402
"88400  Ristijärvi Keskus-Hiisijärvi (Ristijärvi)",568688,7153404
"88440  Jokikylä (Ristijärvi)",563755,7158859
"88460  Hiisijärvi (Ristijärvi)",583277,7140022
"88470  Kontiomäki (Paltamo)",549735,7136255
"88490  Pohjavaara (Sotkamo)",551518,7122234
"88530  Paakki (Sotkamo)",559843,7132396
"88600  Sotkamo Keskus (Sotkamo)",581995,7109274
"88610  Vuokatti (Sotkamo)",560979,7119369
"88615  Vuokatin Urheiluopisto (Sotkamo)",562520,7113196
"88620  Korholanmäki (Sotkamo)",549165,7111495
"88640  Ontojoki (Sotkamo)",589947,7107977
"88670  Juurikkalahti-Maanselkä (Sotkamo)",562691,7098721
"88690  Maanselkä (Sotkamo)",567820,7082884
"88730  Ylä-Vieksi (Kuhmo)",601068,7134794
"88740  Härmänkylä-Iivantiira (Kuhmo)",600303,7147492
"88760  Iivantiira (Kuhmo)",618653,7148180
"88820  Katerma (Kuhmo)",599097,7110297
"88900  Kuhmo Keskus (Kuhmo)",633415,7105023
"88930  Lentiira-Kuumu (Kuhmo)",635086,7152121
"88940  Kuumu (Kuhmo)",625136,7164885
"89110  Törmänmäki (Puolanka)",535121,7161089
"89140  Kotila-Törmänmäki (Puolanka)",546939,7172809
"89200  Puolanka Keskus (Puolanka)",535571,7193942
"89210  Puokiovaara (Puolanka)",513484,7182821
"89320  Joukokylä (Puolanka)",549153,7213899
"89330  Suolijärvi (Puolanka)",550000,7226245
"89400  Hyrynsalmi Keskus (Hyrynsalmi)",572640,7174800
"89430  Hoikka (Hyrynsalmi)",579602,7179132
"89440  Sakara (Suomussalmi)",582060,7185768
"89540  Moisiovaara (Hyrynsalmi)",603956,7164171
"89560  Karhuvaara (Hyrynsalmi)",596898,7155590
"89600  Ämmänsaari (Suomussalmi)",580143,7194958
"89610  Jumaliskylä (Suomussalmi)",607921,7178309
"89640  Pesiökylä (Suomussalmi)",575987,7205615
"89660  Takalo (Suomussalmi)",574831,7217585
"89670  Näljänkä (Suomussalmi)",567197,7233160
"89680  Vaaranniva (Suomussalmi)",560548,7221884
"89730  Ahjola (Suomussalmi)",586635,7230209
"89740  Kianta (Suomussalmi)",596228,7228410
"89760  Piispajärvi-Peranka-Kaikkoinen (Suomussalmi)",593858,7241593
"89770  Peranka (Suomussalmi)",595489,7257861
"89780  Kaikkonen (Suomussalmi)",580197,7249845
"89800  Suomussalmi Keskus (Suomussalmi)",605865,7211299
"89830  Ala-Vuokki (Suomussalmi)",619946,7182524
"89840  Ylä-Vuokki (Suomussalmi)",635898,7177041
"89920  Ruhtinansalmi (Suomussalmi)",616879,7245020
"90100  Oulu Keskus (Oulu)",427892,7210654
"90120  Heinäpää (Oulu)",427095,7209697
"90130  Raksila (Oulu)",429085,7210862
"90140  Karjasilta (Oulu)",428776,7209466
"90150  Höyhtyä (Oulu)",428843,7208018
"90220  Kontinkangas (Oulu)",430092,7209924
"90230  Värttö-Maikkula (Oulu)",430965,7209764
"90240  Iinatti (Oulu)",432475,7207204
"90250  Kaukovainio (Oulu)",430342,7207800
"90310  Madekoski (Oulu)",438814,7198615
"90400  Äimärautio (Oulu)",426577,7208674
"90410  Kaakkuri (Oulu)",429631,7204765
"90420  Metsokangas (Oulu)",431905,7203946
"90440  Kempele Keskus (Kempele)",429044,7198915
"90450  Honkanen (Kempele)",434811,7194931
"90460  Oulunsalo Keskus (Oulu)",422459,7201226
"90470  Varjakka (Oulu)",418375,7207075
"90480  Hailuoto (Hailuoto)",392505,7212288
"90500  Tuira (Oulu)",428471,7212189
"90510  Hietasaari (Oulu)",425926,7212680
"90520  Taskila-Toppila (Oulu)",426164,7214512
"90530  Välivainio (Oulu)",427988,7213269
"90540  Kuivasjärvi (Oulu)",430436,7218626
"90550  Pyykösjärvi-Puolivälikangas (Oulu)",429089,7213807
"90560  Koskela-Oulu (Oulu)",427128,7214636
"90570  Kaijonharju-Linnanmaa (Oulu)",428697,7215391
"90580  Rajakylä (Oulu)",425522,7216525
"90590  Teknologiakylä (Oulu)",426934,7216060
